Epoch,Loss,Time_Per_Epoch
0,14.423371783966065,2428.078459739685
1,10.575284742843628,2419.5787630081177
2,8.639372937057495,2421.3462204933167
3,7.543951969352722,2422.003784418106
4,6.756763528015137,2428.805700778961
5,6.203062120025635,2446.650934934616
6,5.788493841821943,2451.3839132785797
